route_name,min,max,average,median
725,0.049481533884344474,318.5393015168569,19.88093054466587,0.7383082979053733
40,0.0,40.11163800725501,5.869982167175945,0.000511159260048091
40B,0.0,40.11163800725501,5.524689098518538,0.000511159260048091
40E,0.0,40.11163800725501,5.92233827558427,0.0
87,0.008981125909785332,inf,inf,15.097335487938405
87A,0.008981125909785332,64.06786533165425,16.86882923619234,1.7123460097467336
88,0.0,40.11163800725501,7.1905018743350855,5.267868334713987e-07
88A,0.0,40.11163800725501,3.192109750600107,0.0
172,0.0,40.11163800725501,2.8197686080243467,0.0
173,0.0,40.11163800725501,2.960757038425564,0.0
187,0.008981125909785332,114.86077871968544,26.578913033266083,16.932615601529964
188E,0.0,inf,inf,0.0
272,0.0,40.11163800725501,4.229653067508929,1.4832342972680596e-07
101B,12.412802394076584,97.37406041054025,38.183516422129884,38.331127731038535
101E,10.316186604528644,97.37406041054025,40.52510416845543,39.77088341439009
760,0.049481533884344474,inf,inf,0.32565959995969407
762,0.049481533884344474,33.24869284432545,2.6497629988516045,0.31074841661816915
735,0.049481533884344474,33.24869284432545,3.4831714927500754,0.35607958296329434
734,0.049481533884344474,33.24869284432545,3.302870169004023,0.3430183375047465
710,0.08832718525377739,inf,inf,0.437554731142455
720,0.17912319328316648,114.86077871968544,21.782730225108814,5.831526086885608
722,0.08832718525377739,114.86077871968544,11.490296520878992,0.7140753124163972
724,0.049481533884344474,33.24869284432545,5.091665078475329,0.6787786940188087
1172,4.963848162297136,59.256095454481844,39.075014308168726,46.04005680794796
178,0.21451367042824107,inf,inf,38.291453715489354
105,9.902802067539822,184.37336884838635,68.2228343963932,54.158457189137046
210,15.225671357140186,184.37336884838635,57.9272273776604,45.170558981110176
M1,2.531891627557768,102.96364245154595,48.9652619333714,48.40252325060772
26,1.1477464532168278,149.25181020077392,39.33930119146875,13.195351221826396
191,11.173566284481067,inf,inf,57.181084943896586
111,21.173639774580913,408.4039095204902,76.13063782758462,65.45241323830633
65,6.830087200520798,inf,inf,33.77545504328208
65A,6.928656844618013,117.39848422930537,44.126131418740776,36.56130436873067
165,21.096912611441798,inf,inf,42.90829227008713
H5,0.0,247.61051733526358,51.234958118601206,44.548162733291704
118,1.3567174446956878,162.23260730034926,29.24718265059426,10.109216449507311
34,1.1477464532168278,inf,inf,33.84382032236978
106,1.1477464532168278,inf,inf,34.66817996514064
134,9.5963112937026,inf,inf,28.77682547593353
137,2.3951935781750837,inf,inf,24.170348005469606
218,0.0,inf,inf,4.39702413132877
237,6.245112558236024,inf,inf,23.386446646613248
800,1.7788156234374097,inf,inf,5.775565137945019
820,0.6525061521391621,86.12650688878875,8.696258426560792,4.742064979578045
821,3.522825578085319,86.12650688878875,20.416449423132065,4.995650676732935
830,0.6525061521391621,inf,inf,3.808591491606526
840,1.1415484850721793,86.12650688878875,10.072749581807557,3.1031109276566284
848,1.2745767707265616,86.12650688878875,9.106753646237353,3.522825578085319
83,16.50308020940047,902.0953699306397,140.91525207501823,55.42463504304027
95,10.278350226996539,106.70567366132562,45.71226457748453,37.671537622234254
195,1.710885262345678,633.1489306054552,72.68259904380642,34.99236674441275
117,2.8341522179891125,132.54475559692642,34.82128138997956,23.049301857608718
151,3.4657596334904555,inf,inf,39.4627091074098
262,1.710885262345678,633.1489306054552,70.42755864971124,35.8557514240365
185,5.038279694254195,336.2060897247435,89.166764999943,65.25057018318411
217,1.3312755422668083,893.9555717856296,73.44290548369821,23.692074565267752
10,4.956240297453688,199.42450394357826,79.53849063325471,62.68618826331003
44,6.708050810485474,inf,inf,25.198432258898706
45,2.0389543167455586,inf,inf,26.47729595098617
67,3.947777735479085,3668.013299071542,349.22439504614545,21.76935625284568
176E,6.836663392599091,inf,inf,39.27663662660109
276E,6.836663392599091,398.4029090881929,100.01567199464564,47.207168977123494
H8,0.0,80.35624148712743,13.032703228498132,0.0
H9,10.251981088556892,inf,inf,40.507806400287485
261E,19.615893595566988,633.1489306054552,242.7048721755583,150.85403250199212
81,15.332893334450981,117.87229981414374,53.94948765217524,37.75585299328588
410,0.3348415676510989,inf,inf,2.6518849608334323
31,4.844630807258923,234.3521669366726,56.23564433495105,49.8450323702788
85,1.923079496324962,336.2060897247435,86.85464785056271,47.481076461727454
161,1.710885262345678,633.1489306054552,81.88779307638356,29.110969202093436
161A,1.710885262345678,633.1489306054552,78.10496613530648,16.260137007930204
85E,28.67451535376966,336.2060897247435,149.92003120240258,105.61890911214216
97E,17.84880614327722,633.1489306054552,136.16069673690438,92.53071855451219
169E,0.0,inf,inf,5.7800008170621755
131,2.411981708043532,292.39293875992456,75.82120585807115,30.940917366591233
144,5.931312718839222,234.3521669366726,55.410871879068196,42.56598165026177
161E,4.780685412969319,633.1489306054552,125.36110334926583,103.37551871463596
168E,2.1071694940476164,423.5125225423005,59.9238739194269,34.57582071664861
174,15.332117095306359,376.2943151600491,109.59998821561285,60.09538821171246
244,6.708050810485474,inf,inf,60.09538821171246
484,0.7650289811277229,186.68759226653435,11.98683907827504,1.3711774597953221
505,0.7650289811277229,inf,inf,2.974106456051584
11,44.548162733291704,418.40014253052584,121.70830486660797,85.16195826706353
13,0.0,inf,inf,6.082262718114392
113A,2.6195637940389984,38.32082702169493,21.28979542403535,20.989681112927936
287,0.0,64.06786533165425,13.606670897416272,6.014266307137689
700,0.011757542185877467,inf,inf,8.47722900792065
138,0.0,62.77058807493746,10.467452602648343,1.919609993904246
H7,20.150513627113604,127.72324562589685,57.78924046565695,53.36264462476146
54,0.14141959686302735,237.06720364245476,29.629139592501208,17.330077918921138
55,0.0,127.72324562589685,17.24373336833891,12.210084762957043
223E,4.7645945933228635,166.1259656457294,49.43414997744093,32.99729829902788
224,1.8253805564692949,inf,inf,37.17942244523829
224E,3.6593826914937546,inf,inf,67.38263533823155
255E,11.115994004879672,236.48543306852397,43.41453721169122,24.693299939597495
14,1.5549160070108157,127.82003234079312,37.05938312885705,22.45294058492046
120,2.039144272916665,197.85634137091924,52.90154255346843,42.451736102021144
121,1.3263468650065517,99.79138122635877,29.240901854618922,17.42640826504639
220,5.354460433715746,100.19585844139927,25.30268732777143,16.41398520819098
126,1.3263468650065517,inf,inf,15.819221763080474
789,0.0,inf,inf,1.9723465990988642
74A,5.5133356686507975,inf,inf,17.601291194114257
147,6.777548442424299,inf,inf,17.904112053819286
57,7.920431778147415,99.29240977820024,40.55762587733065,40.00709657055303
257,7.920431778147415,99.29240977820024,40.55762587733065,40.00709657055303
63,0.0,inf,inf,0.0
64A,0.0,55.88659491977589,16.061400998292925,6.226131828665235
157,4.269435860600496,inf,inf,38.05125698974126
157A,5.5727921475439155,95.80668440655715,33.83342204365919,38.05125698974126
164,0.0,inf,inf,1.1540103500656183
264,0.0,inf,inf,4.531831879183056
122E,2.3003908254341594,20.21036489028992,9.239475239337,7.164004844531674
92,0.0,112.86018367620542,28.20917810661213,18.526690118386288
92A,0.0,112.86018367620542,29.18190838615048,21.501384780789866
175,2.411981708043532,346.3949819192074,113.60700504242567,93.77777330756014
77,8.939568328637078,420.13703166014807,71.68857671966461,42.882589241457644
158,23.931798084476846,230.6905198359622,94.56214987438875,90.56027187469591
1251,4.963848162297136,59.256095454481844,38.729473075139964,51.968475608640915
1120,2.5485381248092187,inf,inf,6.089612408997254
1134,1.1476364171177817,60.66696238227366,17.533999313121797,4.160699226547873
251A,27.368742843428333,145.07049426773193,102.95723144932458,125.60102795197574
160,1.3567174446956878,136.04854348861292,24.80257650509471,13.274233286217049
243,2.198387768429491,71.00047417427874,21.828692819513165,9.05571767196955
Z72,10.94602137043928,46.29906410466233,32.43555933283489,40.06159252340305
S76,0.15682713369518902,46.29906410466233,18.053235116446288,15.199495727192215
35,2.5940946367415227,inf,inf,33.29924650433995
36,2.5940946367415227,630.7497986699818,110.74418686988955,72.04507972024388
38,0.0,62.77058807493746,4.141554497292578,0.0
38A,0.0,62.77058807493746,7.661875819991269,0.6026156832385112
71,0.8265676251087979,725.378358393877,173.29178219156591,106.14043514232021
148,3.4657596334904555,725.378358393877,79.58283979216314,52.12547520978118
159,0.8265676251087979,inf,inf,31.798521151490057
238,0.0,62.77058807493746,4.256597677772927,0.0
278,0.0,62.77058807493746,8.78108980409125,0.6760767590503025
152,0.8265676251087979,1458.4055267625945,249.35145627169518,132.95069369168942
179,0.49239751323529585,227.15696721487683,57.62051225463559,51.71037195110538
690,0.003972810269941308,inf,inf,0.4786500077007313
672,0.7331845055713742,62.77058807493746,16.781641295701142,7.989822321255299
673,0.16435091081284925,inf,inf,0.8308892884750578
674,0.16435091081284925,inf,inf,0.8308892884750578
676,0.26894847397604865,inf,inf,1.723451615502754
123A,0.32115370072894067,inf,inf,14.987570092570667
135,1.6011138653790504,311.9503719631946,61.13629424734293,20.41874227490843
52,0.32115370072894067,inf,inf,30.921535909292185
66,0.32115370072894067,166.1259656457294,33.108419586053344,17.626076252666774
66B,0.32115370072894067,inf,inf,17.626076252666774
51,1.0524246240806276,212.599355967634,42.69081248632725,23.270963717642264
119,4.7645945933228635,166.1259656457294,81.68208660575297,82.12149350620727
166,2.554162898661815,461.8917360435916,94.65642530851825,54.68998146242399
66E,0.7632357133374207,inf,inf,8.52425329720689
198,11.217517631666956,inf,inf,236.59374921217247
194B,5.466486167557554,inf,inf,38.29696715387137
142E,5.466486167557554,255.9136532762978,63.03570784250549,41.4759520081912
194,5.466486167557554,255.9136532762978,60.87100405022198,36.58098780663268
132E,24.65094966034465,146.31659398137234,72.27699607524659,62.65679494824961
136,12.251301244608328,113.07028826324054,53.14678881473219,38.25011887520328
236A,12.251301244608328,382.4374026246164,107.97583126713445,68.24436088533635
93,15.316309266033835,893.9555717856296,138.78451558910518,79.62465981143637
93A,18.091613637581702,inf,inf,83.40265729511468
50,5.466486167557554,256.9828620221045,76.22309284329523,34.5342707153539
182,2.554162898661815,236.48543306852397,57.32310371325557,41.481983398673286
182A,11.507018174186827,161.7788214638433,54.28153648676,30.110955741046013
184,5.627255924951913,inf,inf,30.584680408046545
98,1.3312755422668083,786.2971088034179,184.65099219830245,36.11411796544826
98E,2.657945619368209,786.2971088034179,331.28820734061395,263.4502453839325
200E,0.0,inf,inf,10.391397716795694
H6,0.0,81.51489321356884,8.586077667801723,0.0
280,0.0,0.030264828221646143,0.0014411822962688639,0.0
280B,0.0,0.0,0.0,0.0
140B,0.0,inf,inf,0.0
411,1.002348378612129,inf,inf,1.8320185312054842
480,0.134625937624008,inf,inf,0.23190098958333336
202E,12.679338703491341,633.1489306054552,123.22765354254129,103.37551871463596
146A,19.615893595566988,398.4029090881929,120.8003701385402,65.26318396844158
84E,0.0,inf,inf,5.627255924951913
89E,0.0,inf,inf,4.64263910959062
94E,0.0,17.330077918921138,3.326701906749812,0.0
254E,4.663468638377036,236.48543306852397,41.77110466885669,22.071524750727626
51A,3.4826072569444513,117.86832735426924,58.12412184309874,82.46667298298603
630,0.7050029845038469,inf,inf,4.963848162297136
632,0.7050029845038469,49.12178279812604,7.839104571362432,3.767954725071995
636,0.7050029845038469,inf,inf,4.396291178121436
654,0.7050029845038469,49.12178279812604,10.57921987772023,5.327002028407335
655,0.7050029845038469,49.12178279812604,8.321423094339783,4.396291178121436
653,0.7050029845038469,49.12178279812604,8.294008908139855,3.828734193945737
635,0.7050029845038469,inf,inf,3.828734193945737
266,2.554162898661815,247.43298541663773,82.24537785351556,68.24436088533635
625,4.963848162297136,14.495723938827073,9.729786050562105,9.729786050562105
608,0.8515223267326737,inf,inf,9.574522652367325
679,1.8584371342930874,14.495723938827073,5.088304789180216,3.3533060858021466
628,1.680870231406376,23.4067639100642,10.13880776873395,5.215167164927346
660,2.0772375907029454,23.4067639100642,7.2673649576751576,4.143333432923431
1110,2.0772375907029454,23.4067639100642,7.399055088926172,3.837776312052293
42,5.466486167557554,inf,inf,34.501421098064476
631,0.7050029845038469,inf,inf,3.798344459508866
68,1.1860732330246941,inf,inf,30.02969992193816
268,1.1860732330246941,inf,inf,31.385473002495583
G43,0.08425906592024013,105.61890911214216,30.153974330440825,0.6719120136793976
Z50,10.94602137043928,inf,inf,18.326585664451468
S50,2.3692822196388925,inf,inf,12.61943564555316
S21,4.069661413828527,105.61890911214216,23.350057484611817,10.94602137043928
193E,2.657945619368209,165.65636385918205,66.18995058032206,57.999735587879854
282E,2.554162898661815,236.48543306852397,55.19791208826078,39.77168379100476
284E,2.657945619368209,inf,inf,26.177655793599577
575,0.021651402243589735,inf,inf,3.217876538461536
576,0.15664426205501625,inf,inf,0.5747022976611638
578,0.24585630208333342,inf,inf,2.856236852165942
580,0.15664426205501625,inf,inf,2.7696545132403476
183,21.348626948907352,151.01952440753615,57.85977192427553,41.5525797680361
300,0.035333587643194025,inf,inf,0.5634187517618624
880,0.07749495634920635,inf,inf,3.7974622668565092
305,3.7974622668565092,12.890515811436462,6.599880530559359,4.855772021972231
890,3.7974622668565092,12.890515811436462,8.343989039146486,8.343989039146486
197,11.27393234777999,103.37551871463596,60.10947689438668,63.50962242056872
275,24.92562216795453,inf,inf,85.40169668702708
269,1.5299804000920265,410.30500764039624,93.50840028292933,36.908850605298916
298,24.92562216795453,inf,inf,248.63413854910627
297,38.340221364937385,inf,inf,251.58383337183025
309,4.604386295235697,12.890515811436462,7.534019951793641,5.107157748708765
260,1.3567174446956878,inf,inf,4.917608935194079
219,4.807163731398813,inf,inf,29.673432862042198
181,3.228785526090748,inf,inf,15.968541119069727
1020,3.827011253066946,27.454177860821652,18.236700611025768,23.42891271918871
1045,3.827011253066946,27.454177860821652,18.236700611025768,23.42891271918871
1053,3.827011253066946,27.454177860821652,18.236700611025768,23.42891271918871
1054,3.827011253066946,27.454177860821652,18.236700611025768,23.42891271918871
1066,3.827011253066946,27.454177860821652,18.236700611025768,23.42891271918871
1076,3.827011253066946,27.454177860821652,18.236700611025768,23.42891271918871
396,3.827011253066946,27.454177860821652,11.837783973166811,7.563817809065933
400,3.3810837909226192,inf,inf,8.22837202333257
424,3.827011253066946,23.42891271918871,13.627961986127827,13.627961986127827
397,3.827011253066946,23.42891271918871,13.627961986127827,13.627961986127827
1115,1.9212339816086694,inf,inf,5.849454290750916
650,2.548431602075132,inf,inf,2.981481453001969
616,2.0772375907029454,inf,inf,4.619154728763302
656,0.8515223267326737,inf,inf,6.564176983242107
799,0.049481533884344474,2.4155021525735254,0.4776832372294011,0.20905744528720105
314,0.0006262970753205129,inf,inf,30.01276728365388
872,0.16745862591575095,inf,inf,1.127726535186859
S72,0.15682713369518902,1.2760113795352594,0.7164192566152242,0.7164192566152242
S42,0.029287314011243282,0.6719120136793976,0.28423106569002676,0.32921291663663466
S40,0.029287314011243282,0.6719120136793976,0.28423106569002676,0.32921291663663466
S80,0.012075613878955374,inf,inf,0.37682569371981955
S60,0.012075613878955374,inf,inf,0.37682569371981955
Z60,0.012075613878955374,0.37682569371981955,0.13660778235866275,0.02092203947721335
S36,0.009694231289173742,44.028583105833356,8.137161712467949,0.5190601841541922
G70,0.21015536094731632,10.94602137043928,4.055705187393657,1.010938830794375
S70,0.21015536094731632,10.94602137043928,3.394751388631577,1.211414411569856
S71,0.21015536094731632,10.94602137043928,3.253653573256371,1.411889992345337
G71,0.21015536094731632,10.94602137043928,5.578088365693298,5.578088365693298
Z42,0.36620835462898677,0.42682728134757913,0.39651781798828295,0.39651781798828295
G10,0.36620835462898677,0.42682728134757913,0.39651781798828295,0.39651781798828295
S10,0.36620835462898677,0.42682728134757913,0.39651781798828295,0.39651781798828295
Z30,0.36620835462898677,0.42682728134757913,0.39651781798828295,0.39651781798828295
